X,Indicator,Data.Source,PUBLISH.STATES,Year,WHO.region,Country,Sex,Display.Value,Numeric
1436,Children aged <5 years underweight (%),NLIS_312433,Published,1998,Americas,Nicaragua,Male,11.2,11.2
1437,Children aged <5 years underweight (%),NLIS_312433,Published,1998,Americas,Nicaragua,Female,8.9,8.9
1440,Children aged <5 years underweight (%),NLIS_312477,Published,2001,Europe,Romania,Female,3,3
1442,Children aged <5 years underweight (%),NLIS_312477,Published,2002,Europe,Romania,Male,4,4
1443,Children aged <5 years underweight (%),NLIS_312477,Published,2002,Europe,Romania,Female,2.9,2.9
1444,Children aged <5 years underweight (%),NLIS_312490,Published,2002,Africa,Zambia,Male,24.4,24.4
1445,Children aged <5 years underweight (%),NLIS_312490,Published,2002,Africa,Zambia,Female,22.3,22.3
1447,Children aged <5 years underweight (%),NLIS_312494,Published,2002,Africa,Eritrea,Male,35.9,35.9
1448,Children aged <5 years underweight (%),NLIS_312494,Published,2002,Africa,Eritrea,Female,33,33
1450,Children aged <5 years underweight (%),NLIS_312516,Published,2003,Americas,El Salvador,Female,5.3,5.3
1452,Children aged <5 years underweight (%),NLIS_312526,Published,2000,Americas,Trinidad and Tobago,Male,4.4,4.4
1453,Children aged <5 years underweight (%),NLIS_312526,Published,2000,Americas,Trinidad and Tobago,Female,4.3,4.3
1455,Children aged <5 years underweight (%),NLIS_312535,Published,2001,South-East Asia,Indonesia,Male,22.9,22.9
1458,Children aged <5 years underweight (%),NLIS_312557,Published,2000,Africa,Namibia,Male,21.2,21.2
1459,Children aged <5 years underweight (%),NLIS_312557,Published,2000,Africa,Namibia,Female,19.4,19.4
1462,Children aged <5 years underweight (%),NLIS_312589,Published,2003,Africa,Nigeria,Male,29.1,29.1
1463,Children aged <5 years underweight (%),NLIS_312589,Published,2003,Africa,Nigeria,Female,25.4,25.4
1465,Children aged <5 years underweight (%),NLIS_312627,Published,2003,Eastern Mediterranean,Egypt,Female,7,7
1467,Children aged <5 years underweight (%),NLIS_312634,Published,2000,South-East Asia,Sri Lanka,Male,22,22
1468,Children aged <5 years underweight (%),NLIS_312634,Published,2000,South-East Asia,Sri Lanka,Female,23.8,23.8
1469,Children aged <5 years underweight (%),NLIS_312654,Published,2000,South-East Asia,Myanmar,Male,31.7,31.7
1470,Children aged <5 years underweight (%),NLIS_312661,Published,2003,South-East Asia,Myanmar,Female,28.2,28.2
1474,Children aged <5 years underweight (%),NLIS_312690,Published,2004,Eastern Mediterranean,Morocco,Female,9.2,9.2
1476,Children aged <5 years underweight (%),NLIS_312705,Published,2004,South-East Asia,Bangladesh,Male,42.8,42.8
1477,Children aged <5 years underweight (%),NLIS_312705,Published,2004,South-East Asia,Bangladesh,Female,42.7,42.7
1479,Children aged <5 years underweight (%),NLIS_312757,Published,2000,Africa,Equatorial Guinea,Female,14.6,14.6
1481,Children aged <5 years underweight (%),NLIS_312760,Published,2004,Africa,Chad,Male,35,35
1482,Children aged <5 years underweight (%),NLIS_312760,Published,2004,Africa,Chad,Female,32.9,32.9
1483,Children aged <5 years underweight (%),NLIS_312765,Published,2005,Africa,Senegal,Male,14.4,14.4
1484,Children aged <5 years underweight (%),NLIS_312765,Published,2005,Africa,Senegal,Female,14.6,14.6
1486,Children aged <5 years underweight (%),NLIS_312768,Published,2004,Europe,Bulgaria,Male,1.3,1.3
1487,Children aged <5 years underweight (%),NLIS_312768,Published,2004,Europe,Bulgaria,Female,1.9,1.9
1488,Children aged <5 years underweight (%),NLIS_312772,Published,2003,Western Pacific,Philippines,Male,20.3,20.3
1489,Children aged <5 years underweight (%),NLIS_312772,Published,2003,Western Pacific,Philippines,Female,21.3,21.3
1491,Children aged <5 years underweight (%),NLIS_312775,Published,2002,Americas,Jamaica,Male,2.5,2.5
1492,Children aged <5 years underweight (%),NLIS_312775,Published,2002,Americas,Jamaica,Female,2.6,2.6
1494,Children aged <5 years underweight (%),NLIS_312780,Published,2000,Western Pacific,Viet Nam,Male,26.6,26.6
1495,Children aged <5 years underweight (%),NLIS_312781,Published,2004,Europe,Turkey,Female,3.9,3.9
1497,Children aged <5 years underweight (%),NLIS_312784,Published,2005,South-East Asia,Bangladesh,Male,38.9,38.9
1498,Children aged <5 years underweight (%),NLIS_312784,Published,2005,South-East Asia,Bangladesh,Female,39.5,39.5
1500,Children aged <5 years underweight (%),NLIS_312789,Published,2002,Western Pacific,China,Female,6.5,6.5
1502,Children aged <5 years underweight (%),NLIS_312792,Published,2006,Americas,Haiti,Male,20.4,20.4
1503,Children aged <5 years underweight (%),NLIS_312792,Published,2006,Americas,Haiti,Female,17.4,17.4
1505,Children aged <5 years underweight (%),NLIS_312794,Published,2001,South-East Asia,Indonesia,Male,24.4,24.4
1506,Children aged <5 years underweight (%),NLIS_312794,Published,2001,South-East Asia,Indonesia,Female,22.4,22.4
1508,Children aged <5 years underweight (%),NLIS_312798,Published,2005,Africa,Lesotho,Male,17.3,17.3
1509,Children aged <5 years underweight (%),NLIS_312798,Published,2005,Africa,Lesotho,Female,15.9,15.9
1511,Children aged <5 years underweight (%),NLIS_312801,Published,2006,Western Pacific,Cambodia,Male,29.8,29.8
1512,Children aged <5 years underweight (%),NLIS_312809,Published,2005,Eastern Mediterranean,Saudi Arabia,Female,4.5,4.5
1514,Children aged <5 years underweight (%),NLIS_312825,Published,2006,Eastern Mediterranean,Iraq,Male,7.7,7.7
1515,Children aged <5 years underweight (%),NLIS_312825,Published,2006,Eastern Mediterranean,Iraq,Female,6.6,6.6
1517,Children aged <5 years underweight (%),NLIS_312831,Published,1992,South-East Asia,Bangladesh,Female,63.9,63.9
1519,Children aged <5 years underweight (%),NLIS_312836,Published,1995,South-East Asia,Bangladesh,Male,57.4,57.4
1520,Children aged <5 years underweight (%),NLIS_312836,Published,1995,South-East Asia,Bangladesh,Female,58.6,58.6
1521,Children aged <5 years underweight (%),NLIS_312850,Published,2004,Africa,Equatorial Guinea,Male,11.3,11.3
1522,Children aged <5 years underweight (%),NLIS_312850,Published,2004,Africa,Equatorial Guinea,Female,9.9,9.9
1524,Children aged <5 years underweight (%),NLIS_312853,Published,2006,Europe,Montenegro,Male,2.8,2.8
1525,Children aged <5 years underweight (%),NLIS_312853,Published,2006,Europe,Montenegro,Female,1.6,1.6
1528,Children aged <5 years underweight (%),NLIS_312861,Published,2006,Africa,Gambia,Male,16.7,16.7
1529,Children aged <5 years underweight (%),NLIS_312861,Published,2006,Africa,Gambia,Female,15,15
1531,Children aged <5 years underweight (%),NLIS_312870,Published,2007,Americas,Brazil,Male,2.2,2.2
1532,Children aged <5 years underweight (%),NLIS_312872,Published,2005,Western Pacific,Mongolia,Female,5.3,5.3
1534,Children aged <5 years underweight (%),NLIS_312875,Published,2001,Eastern Mediterranean,Syrian Arab Republic,Male,12.7,12.7
1535,Children aged <5 years underweight (%),NLIS_312875,Published,2001,Eastern Mediterranean,Syrian Arab Republic,Female,9.4,9.4
1537,Children aged <5 years underweight (%),NLIS_312880,Published,2006,Eastern Mediterranean,Syrian Arab Republic,Male,11.5,11.5
1538,Children aged <5 years underweight (%),NLIS_312881,Published,2006,Americas,Belize,Female,5.7,5.7
1540,Children aged <5 years underweight (%),NLIS_312884,Published,2006,Africa,Guinea-Bissau,Male,18.2,18.2
1541,Children aged <5 years underweight (%),NLIS_312884,Published,2006,Africa,Guinea-Bissau,Female,16.7,16.7
1543,Children aged <5 years underweight (%),NLIS_312888,Published,2007,Africa,Democratic Republic of the Congo,Female,26.1,26.1
1545,Children aged <5 years underweight (%),NLIS_312891,Published,2003,Eastern Mediterranean,Yemen,Male,44.3,44.3
1546,Children aged <5 years underweight (%),NLIS_312891,Published,2003,Eastern Mediterranean,Yemen,Female,41.8,41.8
1547,Children aged <5 years underweight (%),NLIS_312896,Published,2006,Africa,Cameroon,Male,18.9,18.9
1548,Children aged <5 years underweight (%),NLIS_312896,Published,2006,Africa,Cameroon,Female,14.3,14.3
1550,Children aged <5 years underweight (%),NLIS_312909,Published,2006,Americas,Jamaica,Male,2.3,2.3
1551,Children aged <5 years underweight (%),NLIS_312909,Published,2006,Americas,Jamaica,Female,5.1,5.1
1553,Children aged <5 years underweight (%),NLIS_312915,Published,1999,Africa,Zambia,Male,22.2,22.2
1554,Children aged <5 years underweight (%),NLIS_312915,Published,1999,Africa,Zambia,Female,16.7,16.7
1556,Children aged <5 years underweight (%),NLIS_312918,Published,2006,Africa,Burkina Faso,Male,39.5,39.5
1558,Children aged <5 years underweight (%),NLIS_312922,Published,2007,South-East Asia,Sri Lanka,Male,21.8,21.8
1559,Children aged <5 years underweight (%),NLIS_312922,Published,2007,South-East Asia,Sri Lanka,Female,20.4,20.4
1561,Children aged <5 years underweight (%),NLIS_312925,Published,2008,Eastern Mediterranean,Egypt,Male,8.1,8.1
1562,Children aged <5 years underweight (%),NLIS_312928,Published,2007,South-East Asia,Bangladesh,Female,42.4,42.4
1564,Children aged <5 years underweight (%),NLIS_312933,Published,2006,Europe,Azerbaijan,Male,8.7,8.7
1565,Children aged <5 years underweight (%),NLIS_312933,Published,2006,Europe,Azerbaijan,Female,8,8
1567,Children aged <5 years underweight (%),NLIS_312951,Published,1999,Western Pacific,Viet Nam,Male,31.9,31.9
1568,Children aged <5 years underweight (%),NLIS_312951,Published,1999,Western Pacific,Viet Nam,Female,30.3,30.3
1570,Children aged <5 years underweight (%),NLIS_312951,Published,2000,Western Pacific,Viet Nam,Male,31.6,31.6
1572,Children aged <5 years underweight (%),NLIS_312951,Published,2006,Western Pacific,Viet Nam,Male,22.2,22.2
1573,Children aged <5 years underweight (%),NLIS_312951,Published,2006,Western Pacific,Viet Nam,Female,21.9,21.9
1576,Children aged <5 years underweight (%),NLIS_312964,Published,2008,Africa,Nigeria,Male,28.6,28.6
1577,Children aged <5 years underweight (%),NLIS_312964,Published,2008,Africa,Nigeria,Female,24.8,24.8
1579,Children aged <5 years underweight (%),NLIS_312971,Published,2008,Africa,Sierra Leone,Male,24.2,24.2
1581,Children aged <5 years underweight (%),NLIS_313004,Published,1995,Western Pacific,China,Male,11.6,11.6
1582,Children aged <5 years underweight (%),NLIS_313004,Published,1995,Western Pacific,China,Female,9.6,9.6
1584,Children aged <5 years underweight (%),NLIS_313007,Published,2005,Western Pacific,China,Male,4.7,4.7
1585,Children aged <5 years underweight (%),NLIS_313010,Published,2003,Eastern Mediterranean,Kuwait,Female,1.9,1.9
1587,Children aged <5 years underweight (%),NLIS_313010,Published,2004,Eastern Mediterranean,Kuwait,Male,2.9,2.9
1588,Children aged <5 years underweight (%),NLIS_313010,Published,2004,Eastern Mediterranean,Kuwait,Female,2.7,2.7
1591,Children aged <5 years underweight (%),NLIS_313039,Published,2009,Africa,Burkina Faso,Male,27.1,27.1
1592,Children aged <5 years underweight (%),NLIS_313055,Published,2009,Eastern Mediterranean,Oman,Female,8.3,8.3
1594,Children aged <5 years underweight (%),NLIS_313067,Published,2010,Americas,Colombia,Male,3.5,3.5
1595,Children aged <5 years underweight (%),NLIS_313067,Published,2010,Americas,Colombia,Female,3.3,3.3
1597,Children aged <5 years underweight (%),NLIS_313070,Published,2008,Americas,El Salvador,Male,6.5,6.5
1598,Children aged <5 years underweight (%),NLIS_313070,Published,2008,Americas,El Salvador,Female,6.7,6.7
1600,Children aged <5 years underweight (%),NLIS_313073,Published,2009,Americas,Costa Rica,Male,0.6,0.6
1601,Children aged <5 years underweight (%),NLIS_313074,Published,2009,South-East Asia,Democratic People's Republic of Korea,Female,18.8,18.8
1606,Children aged <5 years underweight (%),NLIS_313095,Published,2008,Africa,Mozambique,Male,20.6,20.6
1607,Children aged <5 years underweight (%),NLIS_313097,Published,2011,Western Pacific,Cambodia,Female,29.1,29.1
1609,Children aged <5 years underweight (%),NLIS_313100,Published,2010,Africa,Malawi,Male,15.2,15.2
1610,Children aged <5 years underweight (%),NLIS_313100,Published,2010,Africa,Malawi,Female,12.6,12.6
1612,Children aged <5 years underweight (%),NLIS_313102,Published,2010,Western Pacific,China,Male,3.5,3.5
1613,Children aged <5 years underweight (%),NLIS_313102,Published,2010,Western Pacific,China,Female,3.3,3.3
1615,Children aged <5 years underweight (%),NLIS_313110,Published,2011,Africa,Zimbabwe,Female,8.7,8.7
1617,Children aged <5 years underweight (%),NLIS_313114,Published,2011,South-East Asia,Nepal,Male,29.8,29.8
1618,Children aged <5 years underweight (%),NLIS_313114,Published,2011,South-East Asia,Nepal,Female,28.4,28.4
1620,Children aged <5 years underweight (%),NLIS_313117,Published,2010,Europe,Armenia,Male,4.7,4.7
1621,Children aged <5 years underweight (%),NLIS_313118,Published,2011,Africa,Senegal,Female,18.8,18.8
1624,Children aged <5 years underweight (%),NLIS_313123,Published,2010,South-East Asia,Myanmar,Male,23,23
1625,Children aged <5 years underweight (%),NLIS_313123,Published,2010,South-East Asia,Myanmar,Female,22.1,22.1
1627,Children aged <5 years underweight (%),NLIS_313127,Published,1999,Americas,Uruguay,Male,6.1,6.1
1629,Children aged <5 years underweight (%),NLIS_313129,Published,2010,Americas,Jamaica,Female,2.6,2.6
1631,Children aged <5 years underweight (%),NLIS_313133,Published,2011,Western Pacific,Viet Nam,Male,11.8,11.8
1632,Children aged <5 years underweight (%),NLIS_313133,Published,2011,Western Pacific,Viet Nam,Female,12.1,12.1
1634,Children aged <5 years underweight (%),NLIS_313139,Published,2012,Americas,Mexico,Female,2.8,2.8
1636,Children aged <5 years underweight (%),NLIS_313142,Published,2008,Americas,Jamaica,Male,3,3
1637,Children aged <5 years underweight (%),NLIS_313142,Published,2008,Americas,Jamaica,Female,0.9,0.9
1639,Children aged <5 years underweight (%),NLIS_313147,Published,2012,Africa,Mauritania,Male,21.8,21.8
1640,Children aged <5 years underweight (%),NLIS_313147,Published,2012,Africa,Mauritania,Female,17.2,17.2
1641,Children aged <5 years underweight (%),NLIS_313151,Published,2006,Eastern Mediterranean,Sudan,Male,28.1,28.1
1642,Children aged <5 years underweight (%),NLIS_313151,Published,2006,Eastern Mediterranean,Sudan,Female,25.9,25.9
1644,Children aged <5 years underweight (%),NLIS_313154,Published,2011,Americas,Belize,Male,5.7,5.7
1645,Children aged <5 years underweight (%),NLIS_313154,Published,2011,Americas,Belize,Female,6.6,6.6
1647,Children aged <5 years underweight (%),NLIS_313158,Published,2012,Europe,Bosnia and Herzegovina,Male,1.8,1.8
1648,Children aged <5 years underweight (%),NLIS_313158,Published,2012,Europe,Bosnia and Herzegovina,Female,1.3,1.3
1650,Children aged <5 years underweight (%),NLIS_313162,Published,2012,Africa,Gabon,Male,7.9,7.9
1652,Children aged <5 years underweight (%),NLIS_313167,Published,2011,Africa,United Republic of Tanzania,Female,12.9,12.9
1654,Children aged <5 years underweight (%),NLIS_313169,Published,2010,Western Pacific,Viet Nam,Male,18.4,18.4
1655,Children aged <5 years underweight (%),NLIS_313144,Published,2011,Eastern Mediterranean,Kuwait,Male,2.4,2.4
1658,Children aged <5 years underweight (%),NLIS_313146,Published,2011,Africa,Mozambique,Female,13.6,13.6
1659,Children aged <5 years underweight (%),NLIS_313148,Published,2010,Africa,Togo,Male,18.4,18.4
1661,Children aged <5 years underweight (%),NLIS_313150,Published,2006,Eastern Mediterranean,South Sudan,Female,28.7,28.7
1663,Children aged <5 years underweight (%),NLIS_313155,Published,2010,Europe,Serbia,Male,1.5,1.5
1664,Children aged <5 years underweight (%),NLIS_313157,Published,2011,Africa,Nigeria,Female,24.1,24.1
1665,Children aged <5 years underweight (%),NLIS_313159,Published,2011,Europe,Kazakhstan,Male,3.7,3.7
1667,Children aged <5 years underweight (%),NLIS_313162,Published,2012,Africa,Gabon,Female,5,5
1668,Children aged <5 years underweight (%),NLIS_313163,Published,2012,Americas,Haiti,Male,12.5,12.5
1670,Children aged <5 years underweight (%),NLIS_313167,Published,2009,Africa,United Republic of Tanzania,Female,15.1,15.1
1671,Children aged <5 years underweight (%),NLIS_313167,Published,2011,Africa,United Republic of Tanzania,Male,14.2,14.2
1672,Children aged <5 years underweight (%),NLIS_313168,Published,2012,Eastern Mediterranean,Jordan,Male,3.4,3.4
1674,Children aged <5 years underweight (%),NLIS_313170,Published,2009,Europe,Tajikistan,Male,9,9
1676,Children aged <5 years underweight (%),NLIS_313159,Published,2011,Europe,Kazakhstan,Female,3.6,3.6
1677,Children aged <5 years underweight (%),NLIS_313160,Published,2012,Africa,Guinea,Male,17.3,17.3
1679,Children aged <5 years underweight (%),NLIS_313163,Published,2012,Americas,Haiti,Female,10.7,10.7
1680,Children aged <5 years underweight (%),NLIS_313167,Published,2009,Africa,United Republic of Tanzania,Male,16.8,16.8
1682,Children aged <5 years underweight (%),NLIS_313169,Published,2010,Western Pacific,Viet Nam,Female,16.6,16.6
1683,Children aged <5 years underweight (%),NLIS_313170,Published,2009,Europe,Tajikistan,Female,7.7,7.7
1684,Children aged <5 years underweight (%),NLIS_313171,Published,2009,Europe,Kyrgyzstan,Male,4.7,4.7
